subj_id,Completion,sentID,compNoTrail,compLower,determiner,noun,isDet,isWord,NatNess,Diff,RT
R_1odMwWpdALe3A7c,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,2.712
R_3CMZ1prTdwstnIi,de lift ,145,de lift,de lift,de,lift,True,True,5.0,6,2.009
R_2SDkvNUYWKzQ9b4,de lift,145,de lift,de lift,de,lift,True,True,4.0,3,2.226
R_2qwqWlqovi1EnxK,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,6.955
R_1nSW9rReHHlwpSQ,De lift ,145,De lift,de lift,De,lift,True,True,5.0,6,3.407
R_3FPt6NNv7fs4bHV,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,4.987
R_2uOs8d5Okoyss7z,de lift,145,de lift,de lift,de,lift,True,True,3.0,5,6.136
R_1JEdl2aEMuUO63f,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,3.408
R_6L3ln2BoQAzJw2d,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,1.488
R_xAA7goWcKMvmb1D,de lift,145,de lift,de lift,de,lift,True,True,3.0,5,1.075
R_248iCMeSwyLS8sF,de lift,145,de lift,de lift,de,lift,True,True,4.0,5,4.096
R_OING4tGkg3q8VLb,de lift,145,de lift,de lift,de,lift,True,True,4.0,5,17.237
R_3kvbwPackXPANmo,de lift,145,de lift,de lift,de,lift,True,True,3.0,6,2.263
R_3lRiG6M8Z6vKWZh,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,4.39
R_3q9cZ9NJjEx872v,de deur,145,de deur,de deur,de,deur,True,True,2.0,6,6.611
R_ABt8n7PxUqkXqy5,De lift,145,De lift,de lift,De,lift,True,True,3.0,5,5.119
R_3k6rPDoCD4kup7x,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,6.602
R_p6iBXJstulO97Jn,de lift,145,de lift,de lift,de,lift,True,True,5.0,6,3.192
R_USFewLQTXHp0kPT,de lift,145,de lift,de lift,de,lift,True,True,4.0,6,0.644
R_vrAH2qrxu41QSv7,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,7.361
R_6Pg4ql6MQumxZo9,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,2.408
R_1QaBlAsk46HI9NJ,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,3.819
R_pKtuHvEeh5mujgl,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,3.845
R_RrYmeJDnKB3hv7r,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,3.059
R_2alPe2ZkILnzWYp,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.988
R_24zMzQY1U9LX5Gf,de fiets,146,de fiets,de fiets,de,fiets,True,True,5.0,6,2.913
R_2zAp7MZjWbJtouD,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,6.101
R_1lgea30X5yRbWgb,Auto,146,Auto,auto,,-99,False,False,5.0,6,15.032
R_1dg0dAPlymYfFcu,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,3.323
R_23TSscPxb3G1aSA,auto,146,auto,auto,,-99,False,False,5.0,6,5.358
R_3effdDALVVpFhkK,de brommer,146,de brommer,de brommer,de,brommer,True,True,4.0,5,5.841
R_2PpvbvcItA8LcqM,de auto,146,de auto,de auto,de,auto,True,True,2.0,4,12.727
R_25WvorTEPc7DuHX,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,6.15
R_ZJCIt5D6m80Wim5,De auto,146,De auto,de auto,De,auto,True,True,4.0,6,4.033
R_6gQpeEEoAOw1CNz,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,3.5
R_UcJP3naTdDXJEDn,De auto ,146,De auto,de auto,De,auto,True,True,5.0,6,7.454
R_21pKbw8vqrjpJ4Q,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,6.678
R_1HiWKvIl546M44z,de auto,146,de auto,de auto,de,auto,True,True,4.0,6,4.366
R_BFIiDPrnKiKOhkB,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.301
R_232AZeZQOdbRSAK,de fiets,146,de fiets,de fiets,de,fiets,True,True,5.0,6,6.517
R_1odMwWpdALe3A7c,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.749
R_3CMZ1prTdwstnIi,de auto ,146,de auto,de auto,de,auto,True,True,5.0,6,2.908
R_2SDkvNUYWKzQ9b4,de auto,146,de auto,de auto,de,auto,True,True,5.0,5,2.958
R_2qwqWlqovi1EnxK,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,5.689
R_1nSW9rReHHlwpSQ,De auto,146,De auto,de auto,De,auto,True,True,5.0,6,4.536
R_3FPt6NNv7fs4bHV,de fiets,146,de fiets,de fiets,de,fiets,True,True,5.0,6,4.062
R_2uOs8d5Okoyss7z,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,3.237
R_1JEdl2aEMuUO63f,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.121
R_6L3ln2BoQAzJw2d,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,1.218
R_xAA7goWcKMvmb1D,de fiets,146,de fiets,de fiets,de,fiets,True,True,5.0,6,5.666
R_248iCMeSwyLS8sF,de tuk-tuk,146,de tuk-tuk,de tuk-tuk,,-99,False,False,4.0,5,4.886
R_OING4tGkg3q8VLb,de auto,146,de auto,de auto,de,auto,True,True,4.0,5,18.987
R_3kvbwPackXPANmo,de auto,146,de auto,de auto,de,auto,True,True,4.0,6,1.56
R_3lRiG6M8Z6vKWZh,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.75
R_3q9cZ9NJjEx872v,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.805
R_ABt8n7PxUqkXqy5,De auto,146,De auto,de auto,De,auto,True,True,5.0,6,3.368
R_3k6rPDoCD4kup7x,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.392
R_p6iBXJstulO97Jn,De auto,146,De auto,de auto,De,auto,True,True,5.0,6,3.624
R_USFewLQTXHp0kPT,de auto,146,de auto,de auto,de,auto,True,True,5.0,6,4.314
R_vrAH2qrxu41QSv7,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,11.047
R_6Pg4ql6MQumxZo9,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,2.934
R_1QaBlAsk46HI9NJ,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,4.58
R_pKtuHvEeh5mujgl,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,2.712
R_RrYmeJDnKB3hv7r,de politie ,147,de politie,de politie,de,politie,True,True,5.0,6,4.454
R_2alPe2ZkILnzWYp,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,9.528
R_24zMzQY1U9LX5Gf,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,2.319
R_2zAp7MZjWbJtouD,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,11.923
R_1lgea30X5yRbWgb,Politie,147,Politie,politie,,-99,False,False,5.0,6,19.431
R_1dg0dAPlymYfFcu,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,1.819
R_23TSscPxb3G1aSA,politie,147,politie,politie,,-99,False,False,5.0,6,4.872
R_3effdDALVVpFhkK,de politie ,147,de politie,de politie,de,politie,True,True,5.0,6,5.103
R_2PpvbvcItA8LcqM,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,7.042
R_25WvorTEPc7DuHX,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,6.779
R_ZJCIt5D6m80Wim5,De politie,147,De politie,de politie,De,politie,True,True,3.0,6,7.42
R_6gQpeEEoAOw1CNz,de politie ,147,de politie,de politie,de,politie,True,True,5.0,6,2.479
R_UcJP3naTdDXJEDn,De politie ,147,De politie,de politie,De,politie,True,True,5.0,6,5.574
R_21pKbw8vqrjpJ4Q,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,6.84
R_1HiWKvIl546M44z,de politie,147,de politie,de politie,de,politie,True,True,4.0,6,5.423
R_BFIiDPrnKiKOhkB,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,4.987
R_232AZeZQOdbRSAK,de politie,147,de politie,de politie,de,politie,True,True,4.0,6,9.036
R_1odMwWpdALe3A7c,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,4.508
R_3CMZ1prTdwstnIi,de politie ,147,de politie,de politie,de,politie,True,True,4.0,6,3.278
R_2SDkvNUYWKzQ9b4,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,2.425
R_2qwqWlqovi1EnxK,de politie,147,de politie,de politie,de,politie,True,True,4.0,6,10.99
R_1nSW9rReHHlwpSQ,De politie ,147,De politie,de politie,De,politie,True,True,5.0,6,6.305
R_3FPt6NNv7fs4bHV,de politie,147,de politie,de politie,de,politie,True,True,4.0,6,3.861
R_2uOs8d5Okoyss7z,de politie ,147,de politie,de politie,de,politie,True,True,4.0,6,6.532
R_1JEdl2aEMuUO63f,de politie ,147,de politie,de politie,de,politie,True,True,5.0,6,3.84
R_6L3ln2BoQAzJw2d,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,1.733
R_xAA7goWcKMvmb1D,de politie,147,de politie,de politie,de,politie,True,True,2.0,5,3.725
R_248iCMeSwyLS8sF,de politie,147,de politie,de politie,de,politie,True,True,4.0,5,11.838
R_OING4tGkg3q8VLb,de verzekeraar,147,de verzekeraar,de verzekeraar,de,verzekeraar,True,True,3.0,4,15.257
R_3kvbwPackXPANmo,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,2.265
R_3lRiG6M8Z6vKWZh,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,4.931
R_3q9cZ9NJjEx872v,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,6.118
R_ABt8n7PxUqkXqy5,De politie,147,De politie,de politie,De,politie,True,True,5.0,6,5.784
R_3k6rPDoCD4kup7x,de politie,147,de politie,de politie,de,politie,True,True,5.0,6,4.238
R_p6iBXJstulO97Jn,De politie,147,De politie,de politie,De,politie,True,True,5.0,6,3.898
R_USFewLQTXHp0kPT,de politie,147,de politie,de politie,de,politie,True,True,4.0,6,0.282
R_vrAH2qrxu41QSv7,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,6.595
R_6Pg4ql6MQumxZo9,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,1.602
R_1QaBlAsk46HI9NJ,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,6.057
R_pKtuHvEeh5mujgl,de bank,148,de bank,de bank,de,bank,True,True,4.0,6,4.577
R_RrYmeJDnKB3hv7r,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,3.812
R_2alPe2ZkILnzWYp,een spaarrekening,148,een spaarrekening,een spaarrekening,een,spaarrekening,False,True,5.0,6,4.68
R_24zMzQY1U9LX5Gf,een spaarrekening,148,een spaarrekening,een spaarrekening,een,spaarrekening,False,True,5.0,6,3.443
R_2zAp7MZjWbJtouD,de bank ,148,de bank,de bank,de,bank,True,True,5.0,6,15.611
R_1lgea30X5yRbWgb,Spaarrekening,148,Spaarrekening,spaarrekening,,-99,False,False,5.0,6,7.069
R_1dg0dAPlymYfFcu,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,3.556
R_23TSscPxb3G1aSA,Bank,148,Bank,bank,,-99,False,False,3.0,6,27.178
R_3effdDALVVpFhkK,de bank,148,de bank,de bank,de,bank,True,True,4.0,5,6.825
R_2PpvbvcItA8LcqM,je rekening,148,je rekening,je rekening,je,rekening,False,True,2.0,5,8.138
R_25WvorTEPc7DuHX,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,4.799
R_ZJCIt5D6m80Wim5,Een spaarrekening,148,Een spaarrekening,een spaarrekening,Een,spaarrekening,False,True,5.0,6,4.685
R_6gQpeEEoAOw1CNz,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,4.364
R_UcJP3naTdDXJEDn,De bank,148,De bank,de bank,De,bank,True,True,,6,8.496
R_21pKbw8vqrjpJ4Q,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,8.101
R_1HiWKvIl546M44z,een spaarrekening,148,een spaarrekening,een spaarrekening,een,spaarrekening,False,True,4.0,6,8.273
R_BFIiDPrnKiKOhkB,een spaarrekening,148,een spaarrekening,een spaarrekening,een,spaarrekening,False,True,5.0,6,4.205
R_232AZeZQOdbRSAK,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,4.596
R_1odMwWpdALe3A7c,de bank,148,de bank,de bank,de,bank,True,True,4.0,5,9.059
R_3CMZ1prTdwstnIi,een spaarrekening,148,een spaarrekening,een spaarrekening,een,spaarrekening,False,True,5.0,4,3.983
R_2SDkvNUYWKzQ9b4,de bank,148,de bank,de bank,de,bank,True,True,2.0,3,13.642
R_2qwqWlqovi1EnxK,de bank,148,de bank,de bank,de,bank,True,True,4.0,5,15.428
R_1nSW9rReHHlwpSQ,De bank,148,De bank,de bank,De,bank,True,True,5.0,5,7.36
R_3FPt6NNv7fs4bHV,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,4.144
R_2uOs8d5Okoyss7z,de bank,148,de bank,de bank,de,bank,True,True,3.0,5,7.125
R_1JEdl2aEMuUO63f,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,9.171
R_6L3ln2BoQAzJw2d,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,2.54
R_xAA7goWcKMvmb1D,je rekening,148,je rekening,je rekening,je,rekening,False,True,4.0,5,4.993
R_248iCMeSwyLS8sF,de bank,148,de bank,de bank,de,bank,True,True,4.0,5,10.383
R_OING4tGkg3q8VLb,de rekening,148,de rekening,de rekening,de,rekening,True,True,3.0,4,10.201
R_3kvbwPackXPANmo,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,3.476
R_3lRiG6M8Z6vKWZh,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,5.665
R_3q9cZ9NJjEx872v,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,5.016
R_ABt8n7PxUqkXqy5,De bank ,148,De bank,de bank,De,bank,True,True,5.0,6,8.766
R_3k6rPDoCD4kup7x,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,4.963
R_p6iBXJstulO97Jn,Een bankrekening,148,Een bankrekening,een bankrekening,Een,bankrekening,False,True,5.0,6,5.388
R_USFewLQTXHp0kPT,de bank,148,de bank,de bank,de,bank,True,True,5.0,6,1.091
R_vrAH2qrxu41QSv7,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,7.373
R_6Pg4ql6MQumxZo9,het platteland,149,het platteland,het platteland,het,platteland,True,True,4.0,3,1.365
R_1QaBlAsk46HI9NJ,het platteland,149,het platteland,het platteland,het,platteland,True,True,3.0,3,11.03
R_pKtuHvEeh5mujgl,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,5.09
R_RrYmeJDnKB3hv7r,het platteland ,149,het platteland,het platteland,het,platteland,True,True,5.0,6,15.897
R_2alPe2ZkILnzWYp,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,12.191
R_24zMzQY1U9LX5Gf,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,5.15
R_2zAp7MZjWbJtouD,het land,149,het land,het land,het,land,True,True,3.0,4,51.061
R_1lgea30X5yRbWgb,Platteland,149,Platteland,platteland,,-99,False,False,2.0,6,26.046
R_1dg0dAPlymYfFcu,het platteland,149,het platteland,het platteland,het,platteland,True,True,2.0,6,6.029
R_23TSscPxb3G1aSA,platteland,149,platteland,platteland,,-99,False,False,5.0,6,6.143
R_3effdDALVVpFhkK,de veluwe,149,de veluwe,de veluwe,de,veluwe,True,False,5.0,6,12.594
R_2PpvbvcItA8LcqM,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,10.269
R_25WvorTEPc7DuHX,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,8.948
R_ZJCIt5D6m80Wim5,Het platteland,149,Het platteland,het platteland,Het,platteland,True,True,1.0,6,15.365
R_6gQpeEEoAOw1CNz,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,2,10.849
R_UcJP3naTdDXJEDn,Het platteland ,149,Het platteland,het platteland,Het,platteland,True,True,3.0,4,37.761
R_21pKbw8vqrjpJ4Q,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,5,14.553
R_1HiWKvIl546M44z,de plaatsen,149,de plaatsen,de plaatsen,de,plaatsen,True,True,2.0,3,53.948
R_BFIiDPrnKiKOhkB,GI,149,GI,gi,,-99,False,False,1.0,2,2.819
R_232AZeZQOdbRSAK,het platteland,149,het platteland,het platteland,het,platteland,True,True,3.0,5,28.362
R_1odMwWpdALe3A7c,het platteland,149,het platteland,het platteland,het,platteland,True,True,1.0,2,4.306
R_3CMZ1prTdwstnIi,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,3.63
R_2SDkvNUYWKzQ9b4,het platteland,149,het platteland,het platteland,het,platteland,True,True,4.0,5,4.119
R_2qwqWlqovi1EnxK,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,14.037
R_1nSW9rReHHlwpSQ,Het platteland ,149,Het platteland,het platteland,Het,platteland,True,True,3.0,5,15.997
R_3FPt6NNv7fs4bHV,het platteland,149,het platteland,het platteland,het,platteland,True,True,4.0,5,5.843
R_2uOs8d5Okoyss7z,het platteland ,149,het platteland,het platteland,het,platteland,True,True,3.0,5,3.086
R_1JEdl2aEMuUO63f,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,4.764
R_6L3ln2BoQAzJw2d,het platteland,149,het platteland,het platteland,het,platteland,True,True,5.0,6,1.706
