subj_id,Completion,compLower,sentID,NatNess,Diff,RT,index,determiner,noun,isDet,isWord,hasComment?,AdditCom,translation,isImportant,sentenceRisk,askForCheck,Unnamed: 13
R_2Pv6m5XVNiv6pPQ,het boek,het boek,2,5,6,11.286,,het,boek,TRUE,TRUE,0,,,,,,
R_T1l2TIrq1do7Orn,het boek,het boek,2,5,5,6.164,,het,boek,TRUE,TRUE,0,,,,,,
R_9KphKBeCPmqzBCl,een interview,een interview,2,4,5,4.093,,een,interview,FALSE,TRUE,0,,,,,,
R_3qKjZplc0t8Y2IU,het handboek,het handboek,2,3,6,10.524,,het,handboek,TRUE,TRUE,1,ik struikelde over het woordje gelijk ( ik verwachtte meteen),"I trapped over the word 'gelijk', I expected 'meteen' ",0,0,0,
R_4GA7uQFTqbGKnlf,het boek,het boek,2,5,6,1.038,,het,boek,TRUE,TRUE,0,,,,,,
R_1hEVfCsYXJCzsVp,een boek,een boek,2,5,5,0.704,,een,boek,FALSE,TRUE,0,,,,,,
R_cHiCbzLrQrYeizP,GI,gi,2,2,2,8.457,3,,-99,FALSE,FALSE,0,,,,,,
R_3fQa4YiudlrrSLd,de informatie,de informatie,2,5,6,4.662,,de,informatie,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,een boek,een boek,2,5,6,3.974,,een,boek,FALSE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,een boek,een boek,2,5,5,7.766,,een,boek,FALSE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,dat boek,dat boek,2,5,6,1.985,,dat,boek,FALSE,TRUE,0,,,,,,
R_3MG93Py9LV1lYqI,de brochure,de brochure,2,5,6,2.395,,de,brochure,TRUE,TRUE,0,,,,,,
R_UrtVng9RxUYqodr,een artikel,een artikel,2,5,6,5.392,,een,artikel,FALSE,TRUE,1,want wie leest er nou weer een heel boek over vliegtuigen voor je zeker weet dat je het leuk vindt?!,,0,,,
R_yjxZCpumE2JuLwR,het boek,het boek,2,5,6,3.094,,het,boek,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,de informatie,de informatie,2,5,6,4.121,,de,informatie,TRUE,TRUE,0,,,,,,
R_cCLhtJmTS5XidYl,een tijdschrift,een tijdschrift,2,5,6,4.252,,een,tijdschrift,FALSE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,een boek,een boek,2,4,4,3.601,,een,boek,FALSE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,de folder,de folder,2,4,4,19.196,,de,folder,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,een boek,een boek,2,4,6,4.898,,een,boek,FALSE,TRUE,0,,,,,,
R_2PdQi8meHWRd7Fb,een artikel,een artikel,2,5,6,4.695,,een,artikel,FALSE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,het tijdschrift,het tijdschrift,2,4,4,1.726,,het,tijdschrift,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,een boek,een boek,2,5,6,46.185,,een,boek,FALSE,TRUE,0,,,,,,
R_1lgEwIKXFHGT01V,het tijdschrift,het tijdschrift,2,5,6,2.227,,het,tijdschrift,TRUE,TRUE,0,,,,,,
R_2qq1JLwmdrdJM9d,een boek,een boek,2,5,6,3.682,,een,boek,FALSE,TRUE,0,,,,,,
R_ZrTEV9TpypUZEC5,een boek,een boek,2,5,6,4.056,,een,boek,FALSE,TRUE,0,,,,,,
R_3Gq55dSXHC6ANc8,het boek,het boek,2,5,6,4.577,,het,boek,TRUE,TRUE,0,,,,,,
R_3D8b4ozl4q217Ie,de informatie,de informatie,2,3,4,6.344,,de,informatie,TRUE,TRUE,0,,,,,,
R_qV03fIB34drHELn,een brochure,een brochure,2,1,6,6.67,,een,brochure,FALSE,TRUE,1,"onnatuurlijk wegens het gebruik van het woord ""gelijk"".",unnatural because of the word 'gelijk',1,0,,
R_1mRh44rpwMf0PbH,de brochure,de brochure,2,5,6,0.865,,de,brochure,TRUE,TRUE,1,Nope,,0,,,
R_3gNkgaxQ9C21dQW,het boek,het boek,2,4,5,2.858,,het,boek,TRUE,TRUE,0,,,,,,
R_21umvRGJCCZXoit,een boek,een boek,2,5,6,5.78,,een,boek,FALSE,TRUE,0,,,,,,
R_BKctGx9a1Hi7w4h,de boter,de boter,3,4,3,6.609,,de,boter,TRUE,TRUE,0,,,,,,
R_u2ffULg0uVmoetj,de boter,de boter,3,3,3,4.902,,de,boter,TRUE,TRUE,0,,,,,,
R_2vf9l3GOwanVBOH,de chocola,de chocola,3,5,6,0.657,,de,chocola,TRUE,TRUE,0,,,,,,
R_OqjAwL4brYESqul,de chocolade,de chocolade,3,4,6,4.586,,de,chocolade,TRUE,TRUE,0,,,,,,
R_1LG8FwYsk4Xgq61,de boter,de boter,3,5,6,2.278,,de,boter,TRUE,TRUE,0,,,,,,
R_2wQZuV97sKRkDfp,de chocolade,de chocolade,3,4,6,1.198,,de,chocolade,TRUE,TRUE,0,,,,,,
R_2dsf9d9zlzEbaRw,de chocola,de chocola,3,5,6,4.612,,de,chocola,TRUE,TRUE,0,,,,,,
R_3j0ZzVXSe6NB0v0,de chocolade,de chocolade,3,3,6,5.738,,de,chocolade,TRUE,TRUE,1,"het antwoord is waarschijnlijk ""de boter"", maar doordat ik brownies aan chocolade verbindt, was dit het eerste dat bij me opkwam.","the answer is probably 'de boter', but because I link brownies to chocolate, this was the first thing that came to my mind",1,0,,
R_2SqwKT4bUhZVaYX,de boter,de boter,3,5,6,5.541,,de,boter,TRUE,TRUE,0,,,,,,
R_6yuZ6GaDGqciNE1,de chocola,de chocola,3,4,6,10.654,,de,chocola,TRUE,TRUE,0,,,,,,
R_22DGKB9Dz59SJIt,GI,gi,3,1,2,5.551,4,,-99,FALSE,FALSE,1,Ik weet niet hoe je brownies maakt.,,0,,,
R_5iDE07CUBSNZdqF,de chocolade,de chocolade,3,5,6,2.863,,de,chocolade,TRUE,TRUE,0,,,,,,
R_2w61flKU0TAtmrX,de chocola,de chocola,3,4,6,2.508,,de,chocola,TRUE,TRUE,0,,,,,,
R_2Y4gtCNHITcznSw,de boter,de boter,3,5,6,3.854,,de,boter,TRUE,TRUE,0,,,,,,
R_2qDHMLvHLCvMWMS,de boter,de boter,3,5,5,76.417,,de,boter,TRUE,TRUE,0,,,,,,
R_bg7cQUV93CWU245,de chocolade,de chocolade,3,5,6,8.158,,de,chocolade,TRUE,TRUE,0,,,,,,
R_2OTJk9jZohSfhSm,de boter,de boter,3,4,6,3.061,,de,boter,TRUE,TRUE,0,,,,,,
R_pGZjTA8wFerMwcV,de boter,de boter,3,4,5,4.101,,de,boter,TRUE,TRUE,1,"Ik dacht ook aan 'chocola', maar nogmaals: hangt van het recept af.","I also thought of chocolat, but still: it depends on the recipe",1,0,,
R_ypTZBjEyvsMpFG9,de chocolade,de chocolade,3,5,6,3.255,,de,chocolade,TRUE,TRUE,0,,,,,,
R_2YkUceTXXRwe7af,de chocolade,de chocolade,3,3,5,1.985,,de,chocolade,TRUE,TRUE,0,,,,,,
R_3D2u0Wq74kM9j2C,de chocolade,de chocolade,3,5,6,3.614,,de,chocolade,TRUE,TRUE,0,,,,,,
R_2Pv6m5XVNiv6pPQ,de chocolade,de chocolade,3,5,6,13.897,,de,chocolade,TRUE,TRUE,0,,,,,,
R_T1l2TIrq1do7Orn,de chocolade,de chocolade,3,4,5,4.006,,de,chocolade,TRUE,TRUE,0,,,,,,
R_9KphKBeCPmqzBCl,de boter,de boter,3,5,6,6.663,,de,boter,TRUE,TRUE,0,,,,,,
R_3qKjZplc0t8Y2IU,de boter,de boter,3,5,6,2.164,,de,boter,TRUE,TRUE,0,,,,,,
R_4GA7uQFTqbGKnlf,de boter,de boter,3,5,6,6.957,,de,boter,TRUE,TRUE,0,,,,,,
R_1hEVfCsYXJCzsVp,de chocola,de chocola,3,4,5,1.084,,de,chocola,TRUE,TRUE,0,,,,,,
R_cHiCbzLrQrYeizP,De boter,de boter,3,5,6,5.255,,De,boter,TRUE,TRUE,0,,,,,,
R_3fQa4YiudlrrSLd,de boter,de boter,3,5,6,3.673,,de,boter,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,de boter,de boter,3,2,2,3.708,,de,boter,TRUE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,de chocolade,de chocolade,3,4,6,5.873,,de,chocolade,TRUE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,de chocolade,de chocolade,3,4,6,5.294,,de,chocolade,TRUE,TRUE,0,,,,,,
R_3MG93Py9LV1lYqI,de chocolade,de chocolade,3,5,6,1.799,,de,chocolade,TRUE,TRUE,0,,,,,,
R_UrtVng9RxUYqodr,de boter,de boter,3,5,6,9.136,,de,boter,TRUE,TRUE,0,,,,,,
R_yjxZCpumE2JuLwR,de chocola,de chocola,3,5,6,3.611,,de,chocola,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,de boter,de boter,3,5,4,3.537,,de,boter,TRUE,TRUE,0,,,,,,
R_cCLhtJmTS5XidYl,de boter,de boter,3,5,6,12.371,,de,boter,TRUE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,de chocolade,de chocolade,3,4,5,4.288,,de,chocolade,TRUE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,de boter,de boter,3,5,6,8.112,,de,boter,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,de chocola,de chocola,3,4,6,5.264,,de,chocola,TRUE,TRUE,0,,,,,,
R_2PdQi8meHWRd7Fb,de chocola,de chocola,3,5,6,2.516,,de,chocola,TRUE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,de chocolade,de chocolade,3,5,6,50.76,,de,chocolade,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,de chocola,de chocola,3,5,6,2.755,,de,chocola,TRUE,TRUE,0,,,,,,
R_1lgEwIKXFHGT01V,de chocolade,de chocolade,3,5,6,1.388,,de,chocolade,TRUE,TRUE,0,,,,,,
R_2qq1JLwmdrdJM9d,de boter,de boter,3,3,5,8.691,,de,boter,TRUE,TRUE,0,,,,,,
R_ZrTEV9TpypUZEC5,de chocola,de chocola,3,5,6,2.994,,de,chocola,TRUE,TRUE,0,,,,,,
R_3Gq55dSXHC6ANc8,de boter,de boter,3,5,6,8.43,,de,boter,TRUE,TRUE,0,,,,,,
R_3D8b4ozl4q217Ie,de chocolade,de chocolade,3,5,6,3.182,,de,chocolade,TRUE,TRUE,1,-,,0,,,
R_qV03fIB34drHELn,de chocolade,de chocolade,3,5,6,2.849,,de,chocolade,TRUE,TRUE,0,,,,,,
R_1mRh44rpwMf0PbH,De chocolade,de chocolade,3,5,6,4.191,,De,chocolade,TRUE,TRUE,1,Nope,,0,,,
R_3gNkgaxQ9C21dQW,de chocolade,de chocolade,3,5,6,1.841,,de,chocolade,TRUE,TRUE,0,,,,,,
R_21umvRGJCCZXoit,de chocolade,de chocolade,3,3,6,6.341,,de,chocolade,TRUE,TRUE,0,,,,,,
R_BKctGx9a1Hi7w4h,de fiets,de fiets,4,4,4,1.437,,de,fiets,TRUE,TRUE,0,,,,,,
R_u2ffULg0uVmoetj,de fiets,de fiets,4,5,6,2.557,,de,fiets,TRUE,TRUE,0,,,,,,
R_2vf9l3GOwanVBOH,de fiets,de fiets,4,5,5,0.555,,de,fiets,TRUE,TRUE,0,,,,,,
R_OqjAwL4brYESqul,de fiets,de fiets,4,3,6,4.078,,de,fiets,TRUE,TRUE,1,op de fiets naar hun werk',,0,,,
R_1LG8FwYsk4Xgq61,de fiets,de fiets,4,5,6,3.838,,de,fiets,TRUE,TRUE,0,,,,,,
R_2wQZuV97sKRkDfp,de fiets,de fiets,4,5,6,2.574,,de,fiets,TRUE,TRUE,0,,,,,,
R_2dsf9d9zlzEbaRw,hun kantoor,hun kantoor,4,4,5,3.63,,hun,kantoor,FALSE,TRUE,0,,,,,,
R_3j0ZzVXSe6NB0v0,de fiets,de fiets,4,5,6,11.396,,de,fiets,TRUE,TRUE,0,,,,,,
R_2SqwKT4bUhZVaYX,de fiets,de fiets,4,2,6,5.696,,de,fiets,TRUE,TRUE,0,,,,,,
R_6yuZ6GaDGqciNE1,de fiets,de fiets,4,4,6,9.14,,de,fiets,TRUE,TRUE,0,,,,,,
R_22DGKB9Dz59SJIt,de fiets,de fiets,4,5,5,17.041,,de,fiets,TRUE,TRUE,0,,,,,,
R_5iDE07CUBSNZdqF,de fiets,de fiets,4,4,6,8.977,,de,fiets,TRUE,TRUE,0,,,,,,
R_2w61flKU0TAtmrX,de fiets,de fiets,4,3,6,4.859,,de,fiets,TRUE,TRUE,0,,,,,,
R_2Y4gtCNHITcznSw,de fiets,de fiets,4,5,6,2.681,,de,fiets,TRUE,TRUE,0,,,,,,
R_2qDHMLvHLCvMWMS,de fiets,de fiets,4,5,6,2.477,,de,fiets,TRUE,TRUE,0,,,,,,
R_bg7cQUV93CWU245,de fiets,de fiets,4,5,6,3.565,,de,fiets,TRUE,TRUE,0,,,,,,
R_2OTJk9jZohSfhSm,de fiets,de fiets,4,4,6,2.918,,de,fiets,TRUE,TRUE,0,,,,,,
R_pGZjTA8wFerMwcV,de fiets,de fiets,4,5,6,3.669,,de,fiets,TRUE,TRUE,0,,,,,,
R_ypTZBjEyvsMpFG9,de fiets,de fiets,4,5,6,2.996,,de,fiets,TRUE,TRUE,0,,,,,,
R_2YkUceTXXRwe7af,de fiets,de fiets,4,4,5,2.454,,de,fiets,TRUE,TRUE,0,,,,,,
R_3D2u0Wq74kM9j2C,de fiets,de fiets,4,5,6,5.647,,de,fiets,TRUE,TRUE,0,,,,,,
R_2Pv6m5XVNiv6pPQ,de fiets,de fiets,4,5,6,5.823,,de,fiets,TRUE,TRUE,0,,,,,,
R_T1l2TIrq1do7Orn,de fiets,de fiets,4,4,5,5.045,,de,fiets,TRUE,TRUE,0,,,,,,
R_9KphKBeCPmqzBCl,de fiets,de fiets,4,4,6,4.765,,de,fiets,TRUE,TRUE,0,,,,,,
R_3qKjZplc0t8Y2IU,de fiets,de fiets,4,3,6,7.761,,de,fiets,TRUE,TRUE,0,,,,,,
R_4GA7uQFTqbGKnlf,de fiets,de fiets,4,4,6,0.976,,de,fiets,TRUE,TRUE,0,,,,,,
R_1hEVfCsYXJCzsVp,de fiets,de fiets,4,3,5,1.325,,de,fiets,TRUE,TRUE,0,,,,,,
R_cHiCbzLrQrYeizP,De fiets,de fiets,4,5,6,32.034,,De,fiets,TRUE,TRUE,0,,,,,,
R_z0gtYvawsJg834J,de fiets,de fiets,4,5,6,1.659,,de,fiets,TRUE,TRUE,0,,,,,,
R_2SvKoXHDxtivA4o,de fiets,de fiets,4,5,6,5.394,,de,fiets,TRUE,TRUE,0,,,,,,
R_CeG821dsnmsmiZP,de fiets,de fiets,4,3,6,1.825,,de,fiets,TRUE,TRUE,1,"ik zou zeggen ""met de fiets"" en ""nemen de auto""",I would say: 'met de fiets' and 'nemen de auto',0,0,0,
R_3MG93Py9LV1lYqI,de fiets,de fiets,4,4,6,2.047,,de,fiets,TRUE,TRUE,0,,,,,,
R_UrtVng9RxUYqodr,de fiets,de fiets,4,5,6,9.047,,de,fiets,TRUE,TRUE,0,,,,,,
R_yjxZCpumE2JuLwR,de fiets,de fiets,4,5,6,6.983,,de,fiets,TRUE,TRUE,0,,,,,,
R_eOEX0Ye1lmhGlyl,de fiets,de fiets,4,5,5,8.637,,de,fiets,TRUE,TRUE,0,,,,,,
R_cCLhtJmTS5XidYl,de fiets,de fiets,4,5,6,7.04,,de,fiets,TRUE,TRUE,0,,,,,,
R_vZ75WKEQFz64rIt,de fiets,de fiets,4,4,6,6.202,,de,fiets,TRUE,TRUE,0,,,,,,
R_1Nzi2lWnM0CO3kn,de fiets,de fiets,4,4,6,3.803,,de,fiets,TRUE,TRUE,0,,,,,,
R_2tu71tqKKoKbfJ0,de fiets,de fiets,4,3,6,11.188,,de,fiets,TRUE,TRUE,0,,,,,,
R_2PdQi8meHWRd7Fb,de fiets,de fiets,4,3,6,3.1,,de,fiets,TRUE,TRUE,0,,,,,,
R_3PaHNs19NCzMVbu,de fiets,de fiets,4,5,6,2.129,,de,fiets,TRUE,TRUE,0,,,,,,
R_CjK7Ok90OSXQ3XH,hun fiets,hun fiets,4,5,6,3.574,,hun,fiets,FALSE,TRUE,0,,,,,,
R_1lgEwIKXFHGT01V,de fiets,de fiets,4,5,6,1.751,,de,fiets,TRUE,TRUE,0,,,,,,
R_2qq1JLwmdrdJM9d,de fiets,de fiets,4,5,6,11.904,,de,fiets,TRUE,TRUE,0,,,,,,
R_ZrTEV9TpypUZEC5,de fiets,de fiets,4,5,6,404.536,,de,fiets,TRUE,TRUE,0,,,,,,
R_3Gq55dSXHC6ANc8,de fiets,de fiets,4,5,6,5.253,,de,fiets,TRUE,TRUE,0,,,,,,
R_3D8b4ozl4q217Ie,de fiets,de fiets,4,4,6,4.464,,de,fiets,TRUE,TRUE,1,-,,0,,,
R_1mRh44rpwMf0PbH,de fiets,de fiets,4,5,6,6.271,7,de,fiets,TRUE,TRUE,1,Nope,,0,,,
R_3gNkgaxQ9C21dQW,de fiets,de fiets,4,5,6,5.205,,de,fiets,TRUE,TRUE,0,,,,,,
R_21umvRGJCCZXoit,de fiets,de fiets,4,4,5,6.454,,de,fiets,TRUE,TRUE,0,,,,,,
R_BKctGx9a1Hi7w4h,de schat,de schat,5,5,6,1.443,,de,schat,TRUE,TRUE,0,,,,,,
R_u2ffULg0uVmoetj,de schat,de schat,5,5,6,3.482,,de,schat,TRUE,TRUE,0,,,,,,
R_2vf9l3GOwanVBOH,de schat,de schat,5,5,6,7.404,,de,schat,TRUE,TRUE,0,,,,,,
R_OqjAwL4brYESqul,de schat,de schat,5,3,6,6.477,,de,schat,TRUE,TRUE,1,op het eiland' zou ik weglaten,I would leave out 'op het eiland',1,0,,
R_1LG8FwYsk4Xgq61,het benzinestation,het benzinestation,5,5,6,3.256,,het,benzinestation,TRUE,TRUE,0,,,,,,
R_2wQZuV97sKRkDfp,de schat,de schat,5,5,6,2.672,,de,schat,TRUE,TRUE,0,,,,,,
R_2dsf9d9zlzEbaRw,de schat,de schat,5,5,6,2.501,,de,schat,TRUE,TRUE,0,,,,,,
R_3j0ZzVXSe6NB0v0,de schat,de schat,5,5,6,6.675,,de,schat,TRUE,TRUE,0,,,,,,
R_2SqwKT4bUhZVaYX,de schat,de schat,5,5,6,7.818,,de,schat,TRUE,TRUE,0,,,,,,
R_6yuZ6GaDGqciNE1,de schat,de schat,5,5,6,6.102,,de,schat,TRUE,TRUE,0,,,,,,
R_22DGKB9Dz59SJIt,de schat,de schat,5,3,5,19.048,,de,schat,TRUE,TRUE,0,,,,,,
