subj_id,qual_col,Completion,compLower,measure,row,sentID,determiner,noun,isDet,isWord
R_xAA7goWcKMvmb1D,Comp(1),de trein,de trein,Comp,1,1.0,de,trein,True,True
R_248iCMeSwyLS8sF,Comp(1),de trein,de trein,Comp,1,1.0,de,trein,True,True
R_OING4tGkg3q8VLb,Comp(1),de veerboot,de veerboot,Comp,1,1.0,de,veerboot,True,True
R_3kvbwPackXPANmo,Comp(1),de trein,de trein,Comp,1,1.0,de,trein,True,True
R_3lRiG6M8Z6vKWZh,Comp(1),de trein,de trein,Comp,1,1.0,de,trein,True,True
R_3q9cZ9NJjEx872v,Comp(1),de trein,de trein,Comp,1,1.0,de,trein,True,True
R_ABt8n7PxUqkXqy5,Comp(1),De bus,de bus,Comp,1,1.0,De,bus,True,True
R_3k6rPDoCD4kup7x,Comp(1),de trein,de trein,Comp,1,1.0,de,trein,True,True
R_p6iBXJstulO97Jn,Comp(1),De trein,de trein,Comp,1,1.0,De,trein,True,True
R_USFewLQTXHp0kPT,Comp(1),de trein,de trein,Comp,1,1.0,de,trein,True,True
R_1AeLfMZXZ76HTHz,Comp(2),sd,sd,Comp,2,2.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_6Pg4ql6MQumxZo9,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_1QaBlAsk46HI9NJ,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_pKtuHvEeh5mujgl,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_RrYmeJDnKB3hv7r,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_2alPe2ZkILnzWYp,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_24zMzQY1U9LX5Gf,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_2zAp7MZjWbJtouD,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_1lgea30X5yRbWgb,Comp(2),Strand,strand,Comp,2,2.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_23TSscPxb3G1aSA,Comp(2),strand,strand,Comp,2,2.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(2),het strand ,het strand ,Comp,2,2.0,,-99,False,False
R_2PpvbvcItA8LcqM,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_25WvorTEPc7DuHX,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_ZJCIt5D6m80Wim5,Comp(2),Het strand,het strand,Comp,2,2.0,Het,strand,True,True
R_6gQpeEEoAOw1CNz,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_UcJP3naTdDXJEDn,Comp(2),Het strand,het strand,Comp,2,2.0,Het,strand,True,True
R_21pKbw8vqrjpJ4Q,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_1HiWKvIl546M44z,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_BFIiDPrnKiKOhkB,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_232AZeZQOdbRSAK,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_1odMwWpdALe3A7c,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_3CMZ1prTdwstnIi,Comp(2),het strand ,het strand ,Comp,2,2.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_2qwqWlqovi1EnxK,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_1nSW9rReHHlwpSQ,Comp(2),Het strand ,het strand ,Comp,2,2.0,,-99,False,False
R_3FPt6NNv7fs4bHV,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_2uOs8d5Okoyss7z,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_1JEdl2aEMuUO63f,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_6L3ln2BoQAzJw2d,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_xAA7goWcKMvmb1D,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_248iCMeSwyLS8sF,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_OING4tGkg3q8VLb,Comp(2),het vliegveld,het vliegveld,Comp,2,2.0,het,vliegveld,True,True
R_3kvbwPackXPANmo,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_3lRiG6M8Z6vKWZh,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_3q9cZ9NJjEx872v,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_ABt8n7PxUqkXqy5,Comp(2),Het strand,het strand,Comp,2,2.0,Het,strand,True,True
R_3k6rPDoCD4kup7x,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_p6iBXJstulO97Jn,Comp(2),Het strand,het strand,Comp,2,2.0,Het,strand,True,True
R_USFewLQTXHp0kPT,Comp(2),het strand,het strand,Comp,2,2.0,het,strand,True,True
R_1AeLfMZXZ76HTHz,Comp(3),sd,sd,Comp,3,3.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_6Pg4ql6MQumxZo9,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_1QaBlAsk46HI9NJ,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_pKtuHvEeh5mujgl,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_RrYmeJDnKB3hv7r,Comp(3),de lift ,de lift ,Comp,3,3.0,,-99,False,False
R_2alPe2ZkILnzWYp,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_24zMzQY1U9LX5Gf,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_2zAp7MZjWbJtouD,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_1lgea30X5yRbWgb,Comp(3),Lift,lift,Comp,3,3.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_23TSscPxb3G1aSA,Comp(3),lift,lift,Comp,3,3.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_2PpvbvcItA8LcqM,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_25WvorTEPc7DuHX,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_ZJCIt5D6m80Wim5,Comp(3),De lift,de lift,Comp,3,3.0,De,lift,True,True
R_6gQpeEEoAOw1CNz,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_UcJP3naTdDXJEDn,Comp(3),De lift,de lift,Comp,3,3.0,De,lift,True,True
R_21pKbw8vqrjpJ4Q,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_1HiWKvIl546M44z,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_BFIiDPrnKiKOhkB,Comp(3),de lift ,de lift ,Comp,3,3.0,,-99,False,False
R_232AZeZQOdbRSAK,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_1odMwWpdALe3A7c,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_3CMZ1prTdwstnIi,Comp(3),de lift ,de lift ,Comp,3,3.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_2qwqWlqovi1EnxK,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_1nSW9rReHHlwpSQ,Comp(3),De lift ,de lift ,Comp,3,3.0,,-99,False,False
R_3FPt6NNv7fs4bHV,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_2uOs8d5Okoyss7z,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_1JEdl2aEMuUO63f,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_6L3ln2BoQAzJw2d,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_xAA7goWcKMvmb1D,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_248iCMeSwyLS8sF,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_OING4tGkg3q8VLb,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_3kvbwPackXPANmo,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_3lRiG6M8Z6vKWZh,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_3q9cZ9NJjEx872v,Comp(3),de deur,de deur,Comp,3,3.0,de,deur,True,True
R_ABt8n7PxUqkXqy5,Comp(3),De lift,de lift,Comp,3,3.0,De,lift,True,True
R_3k6rPDoCD4kup7x,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_p6iBXJstulO97Jn,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_USFewLQTXHp0kPT,Comp(3),de lift,de lift,Comp,3,3.0,de,lift,True,True
R_1AeLfMZXZ76HTHz,Comp(4),sd,sd,Comp,4,4.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_6Pg4ql6MQumxZo9,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_1QaBlAsk46HI9NJ,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_pKtuHvEeh5mujgl,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_RrYmeJDnKB3hv7r,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_2alPe2ZkILnzWYp,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_24zMzQY1U9LX5Gf,Comp(4),de fiets,de fiets,Comp,4,4.0,de,fiets,True,True
R_2zAp7MZjWbJtouD,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_1lgea30X5yRbWgb,Comp(4),Auto,auto,Comp,4,4.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_23TSscPxb3G1aSA,Comp(4),auto,auto,Comp,4,4.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(4),de brommer,de brommer,Comp,4,4.0,de,brommer,True,True
R_2PpvbvcItA8LcqM,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_25WvorTEPc7DuHX,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_ZJCIt5D6m80Wim5,Comp(4),De auto,de auto,Comp,4,4.0,De,auto,True,True
R_6gQpeEEoAOw1CNz,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_UcJP3naTdDXJEDn,Comp(4),De auto ,de auto ,Comp,4,4.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_1HiWKvIl546M44z,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_BFIiDPrnKiKOhkB,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_232AZeZQOdbRSAK,Comp(4),de fiets,de fiets,Comp,4,4.0,de,fiets,True,True
R_1odMwWpdALe3A7c,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_3CMZ1prTdwstnIi,Comp(4),de auto ,de auto ,Comp,4,4.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_2qwqWlqovi1EnxK,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_1nSW9rReHHlwpSQ,Comp(4),De auto,de auto,Comp,4,4.0,De,auto,True,True
R_3FPt6NNv7fs4bHV,Comp(4),de fiets,de fiets,Comp,4,4.0,de,fiets,True,True
R_2uOs8d5Okoyss7z,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_1JEdl2aEMuUO63f,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_6L3ln2BoQAzJw2d,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_xAA7goWcKMvmb1D,Comp(4),de fiets,de fiets,Comp,4,4.0,de,fiets,True,True
R_248iCMeSwyLS8sF,Comp(4),de tuk-tuk,de tuk-tuk,Comp,4,4.0,,-99,False,False
R_OING4tGkg3q8VLb,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_3kvbwPackXPANmo,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_3lRiG6M8Z6vKWZh,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_3q9cZ9NJjEx872v,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_ABt8n7PxUqkXqy5,Comp(4),De auto,de auto,Comp,4,4.0,De,auto,True,True
R_3k6rPDoCD4kup7x,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_p6iBXJstulO97Jn,Comp(4),De auto,de auto,Comp,4,4.0,De,auto,True,True
R_USFewLQTXHp0kPT,Comp(4),de auto,de auto,Comp,4,4.0,de,auto,True,True
R_1AeLfMZXZ76HTHz,Comp(5),sd,sd,Comp,5,5.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_6Pg4ql6MQumxZo9,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_1QaBlAsk46HI9NJ,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_pKtuHvEeh5mujgl,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_RrYmeJDnKB3hv7r,Comp(5),de politie ,de politie ,Comp,5,5.0,,-99,False,False
R_2alPe2ZkILnzWYp,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_24zMzQY1U9LX5Gf,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_2zAp7MZjWbJtouD,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_1lgea30X5yRbWgb,Comp(5),Politie,politie,Comp,5,5.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_23TSscPxb3G1aSA,Comp(5),politie,politie,Comp,5,5.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(5),de politie ,de politie ,Comp,5,5.0,,-99,False,False
R_2PpvbvcItA8LcqM,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_25WvorTEPc7DuHX,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_ZJCIt5D6m80Wim5,Comp(5),De politie,de politie,Comp,5,5.0,De,politie,True,True
R_6gQpeEEoAOw1CNz,Comp(5),de politie ,de politie ,Comp,5,5.0,,-99,False,False
R_UcJP3naTdDXJEDn,Comp(5),De politie ,de politie ,Comp,5,5.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_1HiWKvIl546M44z,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_BFIiDPrnKiKOhkB,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_232AZeZQOdbRSAK,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_1odMwWpdALe3A7c,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_3CMZ1prTdwstnIi,Comp(5),de politie ,de politie ,Comp,5,5.0,,-99,False,False
R_2SDkvNUYWKzQ9b4,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_2qwqWlqovi1EnxK,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_1nSW9rReHHlwpSQ,Comp(5),De politie ,de politie ,Comp,5,5.0,,-99,False,False
R_3FPt6NNv7fs4bHV,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_2uOs8d5Okoyss7z,Comp(5),de politie ,de politie ,Comp,5,5.0,,-99,False,False
R_1JEdl2aEMuUO63f,Comp(5),de politie ,de politie ,Comp,5,5.0,,-99,False,False
R_6L3ln2BoQAzJw2d,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_xAA7goWcKMvmb1D,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_248iCMeSwyLS8sF,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_OING4tGkg3q8VLb,Comp(5),de verzekeraar,de verzekeraar,Comp,5,5.0,de,verzekeraar,True,True
R_3kvbwPackXPANmo,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_3lRiG6M8Z6vKWZh,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_3q9cZ9NJjEx872v,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_ABt8n7PxUqkXqy5,Comp(5),De politie,de politie,Comp,5,5.0,De,politie,True,True
R_3k6rPDoCD4kup7x,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_p6iBXJstulO97Jn,Comp(5),De politie,de politie,Comp,5,5.0,De,politie,True,True
R_USFewLQTXHp0kPT,Comp(5),de politie,de politie,Comp,5,5.0,de,politie,True,True
R_1AeLfMZXZ76HTHz,Comp(6),sd,sd,Comp,6,6.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_6Pg4ql6MQumxZo9,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_1QaBlAsk46HI9NJ,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_pKtuHvEeh5mujgl,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_RrYmeJDnKB3hv7r,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_2alPe2ZkILnzWYp,Comp(6),een spaarrekening,een spaarrekening,Comp,6,6.0,een,spaarrekening,False,True
R_24zMzQY1U9LX5Gf,Comp(6),een spaarrekening,een spaarrekening,Comp,6,6.0,een,spaarrekening,False,True
R_2zAp7MZjWbJtouD,Comp(6),de bank ,de bank ,Comp,6,6.0,,-99,False,False
R_1lgea30X5yRbWgb,Comp(6),Spaarrekening,spaarrekening,Comp,6,6.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_23TSscPxb3G1aSA,Comp(6),Bank,bank,Comp,6,6.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_2PpvbvcItA8LcqM,Comp(6),je rekening,je rekening,Comp,6,6.0,je,rekening,False,True
R_25WvorTEPc7DuHX,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_ZJCIt5D6m80Wim5,Comp(6),Een spaarrekening,een spaarrekening,Comp,6,6.0,Een,spaarrekening,False,True
R_6gQpeEEoAOw1CNz,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_UcJP3naTdDXJEDn,Comp(6),De bank,de bank,Comp,6,6.0,De,bank,True,True
R_21pKbw8vqrjpJ4Q,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_1HiWKvIl546M44z,Comp(6),een spaarrekening,een spaarrekening,Comp,6,6.0,een,spaarrekening,False,True
R_BFIiDPrnKiKOhkB,Comp(6),een spaarrekening,een spaarrekening,Comp,6,6.0,een,spaarrekening,False,True
R_232AZeZQOdbRSAK,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_1odMwWpdALe3A7c,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_3CMZ1prTdwstnIi,Comp(6),een spaarrekening,een spaarrekening,Comp,6,6.0,een,spaarrekening,False,True
R_2SDkvNUYWKzQ9b4,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_2qwqWlqovi1EnxK,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_1nSW9rReHHlwpSQ,Comp(6),De bank,de bank,Comp,6,6.0,De,bank,True,True
R_3FPt6NNv7fs4bHV,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_2uOs8d5Okoyss7z,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_1JEdl2aEMuUO63f,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_6L3ln2BoQAzJw2d,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_xAA7goWcKMvmb1D,Comp(6),je rekening,je rekening,Comp,6,6.0,je,rekening,False,True
R_248iCMeSwyLS8sF,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_OING4tGkg3q8VLb,Comp(6),de rekening,de rekening,Comp,6,6.0,de,rekening,True,True
R_3kvbwPackXPANmo,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_3lRiG6M8Z6vKWZh,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_3q9cZ9NJjEx872v,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_ABt8n7PxUqkXqy5,Comp(6),De bank ,de bank ,Comp,6,6.0,,-99,False,False
R_3k6rPDoCD4kup7x,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_p6iBXJstulO97Jn,Comp(6),Een bankrekening,een bankrekening,Comp,6,6.0,Een,bankrekening,False,True
R_USFewLQTXHp0kPT,Comp(6),de bank,de bank,Comp,6,6.0,de,bank,True,True
R_1AeLfMZXZ76HTHz,Comp(7),sd,sd,Comp,7,7.0,,-99,False,False
R_vrAH2qrxu41QSv7,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_6Pg4ql6MQumxZo9,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_1QaBlAsk46HI9NJ,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_pKtuHvEeh5mujgl,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_RrYmeJDnKB3hv7r,Comp(7),het platteland ,het platteland ,Comp,7,7.0,,-99,False,False
R_2alPe2ZkILnzWYp,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_24zMzQY1U9LX5Gf,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_2zAp7MZjWbJtouD,Comp(7),het land,het land,Comp,7,7.0,het,land,True,True
R_1lgea30X5yRbWgb,Comp(7),Platteland,platteland,Comp,7,7.0,,-99,False,False
R_1dg0dAPlymYfFcu,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_23TSscPxb3G1aSA,Comp(7),platteland,platteland,Comp,7,7.0,,-99,False,False
R_3effdDALVVpFhkK,Comp(7),de veluwe,de veluwe,Comp,7,7.0,de,veluwe,True,False
R_2PpvbvcItA8LcqM,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_25WvorTEPc7DuHX,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_ZJCIt5D6m80Wim5,Comp(7),Het platteland,het platteland,Comp,7,7.0,Het,platteland,True,True
R_6gQpeEEoAOw1CNz,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_UcJP3naTdDXJEDn,Comp(7),Het platteland ,het platteland ,Comp,7,7.0,,-99,False,False
R_21pKbw8vqrjpJ4Q,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_1HiWKvIl546M44z,Comp(7),de plaatsen,de plaatsen,Comp,7,7.0,de,plaatsen,True,True
R_BFIiDPrnKiKOhkB,Comp(7),GI,gi,Comp,7,7.0,,-99,False,False
R_232AZeZQOdbRSAK,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_1odMwWpdALe3A7c,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_3CMZ1prTdwstnIi,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_2SDkvNUYWKzQ9b4,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_2qwqWlqovi1EnxK,Comp(7),het platteland,het platteland,Comp,7,7.0,het,platteland,True,True
R_1nSW9rReHHlwpSQ,Comp(7),Het platteland ,het platteland ,Comp,7,7.0,,-99,False,False
