subj_id,qual_col,Completion,measure,row,sentID,compNoTrail,compLower,determiner,noun,isDet,isWord
R_2qwqWlqovi1EnxK,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(1),De trein,Comp,1,143,De trein,de trein,De,trein,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(1),de auto,Comp,1,143,de auto,de auto,de,auto,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(1),de veerboot,Comp,1,143,de veerboot,de veerboot,de,veerboot,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(1),De bus,Comp,1,143,De bus,de bus,De,bus,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(1),De trein,Comp,1,143,De trein,de trein,De,trein,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(1),de trein,Comp,1,143,de trein,de trein,de,trein,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(2),Strand,Comp,2,144,Strand,strand,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(2),strand,Comp,2,144,strand,strand,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(2),het strand ,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(2),Het strand,Comp,2,144,Het strand,het strand,Het,strand,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(2),Het strand,Comp,2,144,Het strand,het strand,Het,strand,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(2),het strand ,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(2),Het strand ,Comp,2,144,Het strand,het strand,Het,strand,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(2),het vliegveld,Comp,2,144,het vliegveld,het vliegveld,het,vliegveld,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(2),Het strand,Comp,2,144,Het strand,het strand,Het,strand,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(2),Het strand,Comp,2,144,Het strand,het strand,Het,strand,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(2),het strand,Comp,2,144,het strand,het strand,het,strand,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(3),de lift ,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(3),Lift,Comp,3,145,Lift,lift,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(3),lift,Comp,3,145,lift,lift,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(3),De lift,Comp,3,145,De lift,de lift,De,lift,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(3),De lift,Comp,3,145,De lift,de lift,De,lift,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(3),de lift ,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(3),de lift ,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(3),De lift ,Comp,3,145,De lift,de lift,De,lift,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(3),de deur,Comp,3,145,de deur,de deur,de,deur,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(3),De lift,Comp,3,145,De lift,de lift,De,lift,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(3),de lift,Comp,3,145,de lift,de lift,de,lift,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(4),de fiets,Comp,4,146,de fiets,de fiets,de,fiets,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(4),Auto,Comp,4,146,Auto,auto,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(4),auto,Comp,4,146,auto,auto,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(4),de brommer,Comp,4,146,de brommer,de brommer,de,brommer,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(4),De auto,Comp,4,146,De auto,de auto,De,auto,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(4),De auto ,Comp,4,146,De auto,de auto,De,auto,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(4),de fiets,Comp,4,146,de fiets,de fiets,de,fiets,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(4),de auto ,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(4),De auto,Comp,4,146,De auto,de auto,De,auto,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(4),de fiets,Comp,4,146,de fiets,de fiets,de,fiets,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(4),de fiets,Comp,4,146,de fiets,de fiets,de,fiets,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(4),de tuk-tuk,Comp,4,146,de tuk-tuk,de tuk-tuk,,-99,FALSE,FALSE
R_OING4tGkg3q8VLb,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(4),De auto,Comp,4,146,De auto,de auto,De,auto,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(4),De auto,Comp,4,146,De auto,de auto,De,auto,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(4),de auto,Comp,4,146,de auto,de auto,de,auto,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(5),de politie ,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_24zMzQY1U9LX5Gf,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_2zAp7MZjWbJtouD,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(5),Politie,Comp,5,147,Politie,politie,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(5),politie,Comp,5,147,politie,politie,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(5),de politie ,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_25WvorTEPc7DuHX,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(5),De politie,Comp,5,147,De politie,de politie,De,politie,TRUE,TRUE
R_6gQpeEEoAOw1CNz,Comp(5),de politie ,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(5),De politie ,Comp,5,147,De politie,de politie,De,politie,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_BFIiDPrnKiKOhkB,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_232AZeZQOdbRSAK,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(5),de politie ,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(5),De politie ,Comp,5,147,De politie,de politie,De,politie,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(5),de politie ,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(5),de politie ,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_248iCMeSwyLS8sF,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(5),de verzekeraar,Comp,5,147,de verzekeraar,de verzekeraar,de,verzekeraar,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_ABt8n7PxUqkXqy5,Comp(5),De politie,Comp,5,147,De politie,de politie,De,politie,TRUE,TRUE
R_3k6rPDoCD4kup7x,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_p6iBXJstulO97Jn,Comp(5),De politie,Comp,5,147,De politie,de politie,De,politie,TRUE,TRUE
R_USFewLQTXHp0kPT,Comp(5),de politie,Comp,5,147,de politie,de politie,de,politie,TRUE,TRUE
R_vrAH2qrxu41QSv7,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_6Pg4ql6MQumxZo9,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_1QaBlAsk46HI9NJ,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_pKtuHvEeh5mujgl,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_RrYmeJDnKB3hv7r,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_2alPe2ZkILnzWYp,Comp(6),een spaarrekening,Comp,6,148,een spaarrekening,een spaarrekening,een,spaarrekening,FALSE,TRUE
R_24zMzQY1U9LX5Gf,Comp(6),een spaarrekening,Comp,6,148,een spaarrekening,een spaarrekening,een,spaarrekening,FALSE,TRUE
R_2zAp7MZjWbJtouD,Comp(6),de bank ,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_1lgea30X5yRbWgb,Comp(6),Spaarrekening,Comp,6,148,Spaarrekening,spaarrekening,,-99,FALSE,FALSE
R_1dg0dAPlymYfFcu,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_23TSscPxb3G1aSA,Comp(6),Bank,Comp,6,148,Bank,bank,,-99,FALSE,FALSE
R_3effdDALVVpFhkK,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_2PpvbvcItA8LcqM,Comp(6),je rekening,Comp,6,148,je rekening,je rekening,je,rekening,FALSE,TRUE
R_25WvorTEPc7DuHX,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_ZJCIt5D6m80Wim5,Comp(6),Een spaarrekening,Comp,6,148,Een spaarrekening,een spaarrekening,Een,spaarrekening,FALSE,TRUE
R_6gQpeEEoAOw1CNz,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_UcJP3naTdDXJEDn,Comp(6),De bank,Comp,6,148,De bank,de bank,De,bank,TRUE,TRUE
R_21pKbw8vqrjpJ4Q,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_1HiWKvIl546M44z,Comp(6),een spaarrekening,Comp,6,148,een spaarrekening,een spaarrekening,een,spaarrekening,FALSE,TRUE
R_BFIiDPrnKiKOhkB,Comp(6),een spaarrekening,Comp,6,148,een spaarrekening,een spaarrekening,een,spaarrekening,FALSE,TRUE
R_232AZeZQOdbRSAK,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_1odMwWpdALe3A7c,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_3CMZ1prTdwstnIi,Comp(6),een spaarrekening,Comp,6,148,een spaarrekening,een spaarrekening,een,spaarrekening,FALSE,TRUE
R_2SDkvNUYWKzQ9b4,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_2qwqWlqovi1EnxK,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_1nSW9rReHHlwpSQ,Comp(6),De bank,Comp,6,148,De bank,de bank,De,bank,TRUE,TRUE
R_3FPt6NNv7fs4bHV,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_2uOs8d5Okoyss7z,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_1JEdl2aEMuUO63f,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_6L3ln2BoQAzJw2d,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_xAA7goWcKMvmb1D,Comp(6),je rekening,Comp,6,148,je rekening,je rekening,je,rekening,FALSE,TRUE
R_248iCMeSwyLS8sF,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_OING4tGkg3q8VLb,Comp(6),de rekening,Comp,6,148,de rekening,de rekening,de,rekening,TRUE,TRUE
R_3kvbwPackXPANmo,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_3lRiG6M8Z6vKWZh,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
R_3q9cZ9NJjEx872v,Comp(6),de bank,Comp,6,148,de bank,de bank,de,bank,TRUE,TRUE
