subj_id,qual_col,Completion,measure,row,sentID
R_2qDHMLvHLCvMWMS,Comp(2),een boek,Comp,2,2
R_bg7cQUV93CWU245,Comp(2),een boek,Comp,2,2
R_2OTJk9jZohSfhSm,Comp(2),een boek ,Comp,2,2
R_pGZjTA8wFerMwcV,Comp(2),een boek,Comp,2,2
R_ypTZBjEyvsMpFG9,Comp(2),de brochure,Comp,2,2
R_2YkUceTXXRwe7af,Comp(2),het artikel,Comp,2,2
R_3D2u0Wq74kM9j2C,Comp(2),het lezen,Comp,2,2
R_2Pv6m5XVNiv6pPQ,Comp(2),het boek,Comp,2,2
R_T1l2TIrq1do7Orn,Comp(2),het boek,Comp,2,2
R_9KphKBeCPmqzBCl,Comp(2),een interview,Comp,2,2
R_3qKjZplc0t8Y2IU,Comp(2),het handboek,Comp,2,2
R_4GA7uQFTqbGKnlf,Comp(2),het boek,Comp,2,2
R_1hEVfCsYXJCzsVp,Comp(2),een boek,Comp,2,2
R_cHiCbzLrQrYeizP,Comp(2),GI,Comp,2,2
R_3fQa4YiudlrrSLd,Comp(2),de informatie,Comp,2,2
R_z0gtYvawsJg834J,Comp(2),een boek,Comp,2,2
R_2SvKoXHDxtivA4o,Comp(2),een boek,Comp,2,2
R_CeG821dsnmsmiZP,Comp(2),dat boek,Comp,2,2
R_3MG93Py9LV1lYqI,Comp(2),de brochure,Comp,2,2
R_UrtVng9RxUYqodr,Comp(2),een artikel,Comp,2,2
R_BKctGx9a1Hi7w4h,Comp(3),de boter,Comp,3,3
R_u2ffULg0uVmoetj,Comp(3),de boter,Comp,3,3
R_2vf9l3GOwanVBOH,Comp(3),de chocola,Comp,3,3
R_OqjAwL4brYESqul,Comp(3),de chocolade,Comp,3,3
R_1LG8FwYsk4Xgq61,Comp(3),de boter,Comp,3,3
R_2wQZuV97sKRkDfp,Comp(3),de chocolade,Comp,3,3
R_2dsf9d9zlzEbaRw,Comp(3),de chocola,Comp,3,3
R_3j0ZzVXSe6NB0v0,Comp(3),de chocolade,Comp,3,3
R_2SqwKT4bUhZVaYX,Comp(3),de boter,Comp,3,3
R_6yuZ6GaDGqciNE1,Comp(3),de chocola,Comp,3,3
R_22DGKB9Dz59SJIt,Comp(3),?,Comp,3,3
R_5iDE07CUBSNZdqF,Comp(3),de chocolade,Comp,3,3
R_2w61flKU0TAtmrX,Comp(3),de chocola,Comp,3,3
R_2Y4gtCNHITcznSw,Comp(3),de boter,Comp,3,3
R_2qDHMLvHLCvMWMS,Comp(3),de boter,Comp,3,3
R_bg7cQUV93CWU245,Comp(3),de chocolade,Comp,3,3
R_2OTJk9jZohSfhSm,Comp(3),de boter ,Comp,3,3
R_pGZjTA8wFerMwcV,Comp(3),de boter,Comp,3,3
R_ypTZBjEyvsMpFG9,Comp(3),de chocolade,Comp,3,3
R_2YkUceTXXRwe7af,Comp(3),de chocolade,Comp,3,3
R_3D2u0Wq74kM9j2C,Comp(3),de chocolade,Comp,3,3
R_2Pv6m5XVNiv6pPQ,Comp(3),de chocolade,Comp,3,3
R_T1l2TIrq1do7Orn,Comp(3),de chocolade,Comp,3,3
R_9KphKBeCPmqzBCl,Comp(3),de boter,Comp,3,3
R_3qKjZplc0t8Y2IU,Comp(3),de boter,Comp,3,3
R_4GA7uQFTqbGKnlf,Comp(3),de boter,Comp,3,3
R_1hEVfCsYXJCzsVp,Comp(3),de chocola,Comp,3,3
R_cHiCbzLrQrYeizP,Comp(3),De boter ,Comp,3,3
R_3fQa4YiudlrrSLd,Comp(3),de boter,Comp,3,3
R_z0gtYvawsJg834J,Comp(3),de boter,Comp,3,3
R_2SvKoXHDxtivA4o,Comp(3),de chocolade,Comp,3,3
R_CeG821dsnmsmiZP,Comp(3),de chocolade,Comp,3,3
R_3MG93Py9LV1lYqI,Comp(3),de chocolade,Comp,3,3
R_UrtVng9RxUYqodr,Comp(3),de boter,Comp,3,3
R_BKctGx9a1Hi7w4h,Comp(4),de fiets,Comp,4,4
R_u2ffULg0uVmoetj,Comp(4),de fiets,Comp,4,4
R_2vf9l3GOwanVBOH,Comp(4),de fiets,Comp,4,4
R_OqjAwL4brYESqul,Comp(4),de fiets,Comp,4,4
R_1LG8FwYsk4Xgq61,Comp(4),de fiets,Comp,4,4
R_2wQZuV97sKRkDfp,Comp(4),de fiets,Comp,4,4
R_2dsf9d9zlzEbaRw,Comp(4),hun kantoor,Comp,4,4
R_3j0ZzVXSe6NB0v0,Comp(4),de fiets,Comp,4,4
R_2SqwKT4bUhZVaYX,Comp(4),de fiets,Comp,4,4
R_6yuZ6GaDGqciNE1,Comp(4),de fiets,Comp,4,4
R_22DGKB9Dz59SJIt,Comp(4),de fiets,Comp,4,4
R_5iDE07CUBSNZdqF,Comp(4),de fiets,Comp,4,4
R_2w61flKU0TAtmrX,Comp(4),de fiets,Comp,4,4
R_2Y4gtCNHITcznSw,Comp(4),de fiets,Comp,4,4
R_2qDHMLvHLCvMWMS,Comp(4),de fiets,Comp,4,4
R_bg7cQUV93CWU245,Comp(4),de fiets,Comp,4,4
R_2OTJk9jZohSfhSm,Comp(4),de fiets ,Comp,4,4
R_pGZjTA8wFerMwcV,Comp(4),de fiets,Comp,4,4
R_ypTZBjEyvsMpFG9,Comp(4),de fiets,Comp,4,4
R_2YkUceTXXRwe7af,Comp(4),de fiets,Comp,4,4
R_3D2u0Wq74kM9j2C,Comp(4),de fiets,Comp,4,4
R_2Pv6m5XVNiv6pPQ,Comp(4),de fiets,Comp,4,4
R_T1l2TIrq1do7Orn,Comp(4),de fiets,Comp,4,4
R_9KphKBeCPmqzBCl,Comp(4),de fiets,Comp,4,4
R_3qKjZplc0t8Y2IU,Comp(4),de fiets,Comp,4,4
R_4GA7uQFTqbGKnlf,Comp(4),de fiets,Comp,4,4
R_1hEVfCsYXJCzsVp,Comp(4),de fiets,Comp,4,4
R_cHiCbzLrQrYeizP,Comp(4),De fiets,Comp,4,4
R_3fQa4YiudlrrSLd,Comp(4),kantoor ,Comp,4,4
R_z0gtYvawsJg834J,Comp(4),de fiets,Comp,4,4
R_2SvKoXHDxtivA4o,Comp(4),de fiets,Comp,4,4
R_CeG821dsnmsmiZP,Comp(4),de fiets,Comp,4,4
R_3MG93Py9LV1lYqI,Comp(4),de fiets,Comp,4,4
R_UrtVng9RxUYqodr,Comp(4),de fiets,Comp,4,4
R_BKctGx9a1Hi7w4h,Comp(5),de schat,Comp,5,5
R_u2ffULg0uVmoetj,Comp(5),de schat,Comp,5,5
R_2vf9l3GOwanVBOH,Comp(5),de schat,Comp,5,5
R_OqjAwL4brYESqul,Comp(5),de schat,Comp,5,5
R_1LG8FwYsk4Xgq61,Comp(5),het benzinestation,Comp,5,5
R_2wQZuV97sKRkDfp,Comp(5),de schat,Comp,5,5
R_2dsf9d9zlzEbaRw,Comp(5),de schat,Comp,5,5
R_3j0ZzVXSe6NB0v0,Comp(5),de schat,Comp,5,5
R_2SqwKT4bUhZVaYX,Comp(5),de schat,Comp,5,5
R_6yuZ6GaDGqciNE1,Comp(5),de schat,Comp,5,5
R_22DGKB9Dz59SJIt,Comp(5),de schat,Comp,5,5
R_5iDE07CUBSNZdqF,Comp(5),de schat,Comp,5,5
R_2w61flKU0TAtmrX,Comp(5),de schat,Comp,5,5
R_2Y4gtCNHITcznSw,Comp(5),de schat,Comp,5,5
R_2qDHMLvHLCvMWMS,Comp(5),de schat,Comp,5,5
R_bg7cQUV93CWU245,Comp(5),de schat,Comp,5,5
R_2OTJk9jZohSfhSm,Comp(5),de schat ,Comp,5,5
R_pGZjTA8wFerMwcV,Comp(5),de schat,Comp,5,5
R_ypTZBjEyvsMpFG9,Comp(5),de schat,Comp,5,5
R_2YkUceTXXRwe7af,Comp(5),de schat,Comp,5,5
R_3D2u0Wq74kM9j2C,Comp(5),de schat,Comp,5,5
R_2Pv6m5XVNiv6pPQ,Comp(5),de schat,Comp,5,5
R_T1l2TIrq1do7Orn,Comp(5),de schat,Comp,5,5
R_9KphKBeCPmqzBCl,Comp(5),de schat,Comp,5,5
R_3qKjZplc0t8Y2IU,Comp(5),de schat,Comp,5,5
R_4GA7uQFTqbGKnlf,Comp(5),de schat,Comp,5,5
R_1hEVfCsYXJCzsVp,Comp(5),de schat,Comp,5,5
R_cHiCbzLrQrYeizP,Comp(5),De schat,Comp,5,5
R_3fQa4YiudlrrSLd,Comp(5),de schat,Comp,5,5
R_z0gtYvawsJg834J,Comp(5),de schat,Comp,5,5
R_2SvKoXHDxtivA4o,Comp(5),de schat,Comp,5,5
R_CeG821dsnmsmiZP,Comp(5),de schat,Comp,5,5
R_3MG93Py9LV1lYqI,Comp(5),de schat,Comp,5,5
R_UrtVng9RxUYqodr,Comp(5),de schat,Comp,5,5
R_BKctGx9a1Hi7w4h,Comp(6),het zwembad,Comp,6,6
R_u2ffULg0uVmoetj,Comp(6),het zwembad,Comp,6,6
R_2vf9l3GOwanVBOH,Comp(6),het zwembad,Comp,6,6
R_OqjAwL4brYESqul,Comp(6),het zwembad,Comp,6,6
R_1LG8FwYsk4Xgq61,Comp(6),het zwembad,Comp,6,6
R_2wQZuV97sKRkDfp,Comp(6),het zwembad,Comp,6,6
R_2dsf9d9zlzEbaRw,Comp(6),het zwembad,Comp,6,6
R_3j0ZzVXSe6NB0v0,Comp(6),het zwembad,Comp,6,6
R_2SqwKT4bUhZVaYX,Comp(6),het zwembad,Comp,6,6
R_6yuZ6GaDGqciNE1,Comp(6),het zwembad,Comp,6,6
R_22DGKB9Dz59SJIt,Comp(6),het zwembad,Comp,6,6
R_5iDE07CUBSNZdqF,Comp(6),het zwembad,Comp,6,6
R_2w61flKU0TAtmrX,Comp(6),het zwembad,Comp,6,6
R_2Y4gtCNHITcznSw,Comp(6),het zwembad,Comp,6,6
R_2qDHMLvHLCvMWMS,Comp(6),het zwembad,Comp,6,6
R_bg7cQUV93CWU245,Comp(6),het zwembad,Comp,6,6
R_2OTJk9jZohSfhSm,Comp(6),het zwembad ,Comp,6,6
R_pGZjTA8wFerMwcV,Comp(6),het zwembad,Comp,6,6
R_ypTZBjEyvsMpFG9,Comp(6),het zwembad,Comp,6,6
R_2YkUceTXXRwe7af,Comp(6),het zwembad,Comp,6,6
R_3D2u0Wq74kM9j2C,Comp(6),het zwembad,Comp,6,6
R_2Pv6m5XVNiv6pPQ,Comp(6),het zwembad,Comp,6,6
R_T1l2TIrq1do7Orn,Comp(6),het zwembad,Comp,6,6
R_9KphKBeCPmqzBCl,Comp(6),het zwembad,Comp,6,6
R_3qKjZplc0t8Y2IU,Comp(6),het zwembad,Comp,6,6
R_4GA7uQFTqbGKnlf,Comp(6),het zwembad,Comp,6,6
R_1hEVfCsYXJCzsVp,Comp(6),het zwembad,Comp,6,6
R_cHiCbzLrQrYeizP,Comp(6),Het zwembad,Comp,6,6
R_3fQa4YiudlrrSLd,Comp(6),het zwembad,Comp,6,6
R_z0gtYvawsJg834J,Comp(6),het zwembad,Comp,6,6
R_2SvKoXHDxtivA4o,Comp(6),het zwembad,Comp,6,6
R_CeG821dsnmsmiZP,Comp(6),het zwembad,Comp,6,6
R_3MG93Py9LV1lYqI,Comp(6),het zwembad,Comp,6,6
R_UrtVng9RxUYqodr,Comp(6),het zwembad,Comp,6,6
R_BKctGx9a1Hi7w4h,Comp(7),de thee,Comp,7,7
R_u2ffULg0uVmoetj,Comp(7),de thee,Comp,7,7
R_2vf9l3GOwanVBOH,Comp(7),de thee,Comp,7,7
R_OqjAwL4brYESqul,Comp(7),de thee,Comp,7,7
R_1LG8FwYsk4Xgq61,Comp(7),ons,Comp,7,7
R_2wQZuV97sKRkDfp,Comp(7),de thee,Comp,7,7
R_2dsf9d9zlzEbaRw,Comp(7),de thee,Comp,7,7
R_3j0ZzVXSe6NB0v0,Comp(7),de thee,Comp,7,7
R_2SqwKT4bUhZVaYX,Comp(7),de thee,Comp,7,7
R_6yuZ6GaDGqciNE1,Comp(7),de thee,Comp,7,7
R_22DGKB9Dz59SJIt,Comp(7),de thee,Comp,7,7
R_5iDE07CUBSNZdqF,Comp(7),de thee,Comp,7,7
R_2w61flKU0TAtmrX,Comp(7),de thee,Comp,7,7
R_2Y4gtCNHITcznSw,Comp(7),de thee,Comp,7,7
R_2qDHMLvHLCvMWMS,Comp(7),de thee,Comp,7,7
R_bg7cQUV93CWU245,Comp(7),de thee,Comp,7,7
R_2OTJk9jZohSfhSm,Comp(7),de thee ,Comp,7,7
R_pGZjTA8wFerMwcV,Comp(7),de thee,Comp,7,7
R_ypTZBjEyvsMpFG9,Comp(7),de thee,Comp,7,7
R_2YkUceTXXRwe7af,Comp(7),de thee,Comp,7,7
R_3D2u0Wq74kM9j2C,Comp(7),de thee,Comp,7,7
R_2Pv6m5XVNiv6pPQ,Comp(7),de thee,Comp,7,7
R_T1l2TIrq1do7Orn,Comp(7),de thee,Comp,7,7
R_9KphKBeCPmqzBCl,Comp(7),de thee,Comp,7,7
R_3qKjZplc0t8Y2IU,Comp(7),de thee,Comp,7,7
R_4GA7uQFTqbGKnlf,Comp(7),de thee,Comp,7,7
R_1hEVfCsYXJCzsVp,Comp(7),de thee,Comp,7,7
R_cHiCbzLrQrYeizP,Comp(7),De thee,Comp,7,7
R_3fQa4YiudlrrSLd,Comp(7),de thee,Comp,7,7
R_z0gtYvawsJg834J,Comp(7),de thee,Comp,7,7
R_2SvKoXHDxtivA4o,Comp(7),de thee,Comp,7,7
R_CeG821dsnmsmiZP,Comp(7),de thee,Comp,7,7
R_3MG93Py9LV1lYqI,Comp(7),de thee,Comp,7,7
R_UrtVng9RxUYqodr,Comp(7),de thee,Comp,7,7
R_BKctGx9a1Hi7w4h,Comp(8),de oven,Comp,8,8
R_u2ffULg0uVmoetj,Comp(8),de oven,Comp,8,8
R_2vf9l3GOwanVBOH,Comp(8),de oven,Comp,8,8
R_OqjAwL4brYESqul,Comp(8),de oven,Comp,8,8
R_1LG8FwYsk4Xgq61,Comp(8),de oven,Comp,8,8
R_2wQZuV97sKRkDfp,Comp(8),de oven,Comp,8,8
R_2dsf9d9zlzEbaRw,Comp(8),de oven,Comp,8,8
R_3j0ZzVXSe6NB0v0,Comp(8),de oven,Comp,8,8
R_2SqwKT4bUhZVaYX,Comp(8),de oven,Comp,8,8
R_6yuZ6GaDGqciNE1,Comp(8),de oven,Comp,8,8
R_22DGKB9Dz59SJIt,Comp(8),de oven,Comp,8,8
R_5iDE07CUBSNZdqF,Comp(8),de oven,Comp,8,8
R_2w61flKU0TAtmrX,Comp(8),de oven,Comp,8,8
R_2Y4gtCNHITcznSw,Comp(8),de oven,Comp,8,8
R_2qDHMLvHLCvMWMS,Comp(8),de oven,Comp,8,8
R_bg7cQUV93CWU245,Comp(8),de oven,Comp,8,8
R_2OTJk9jZohSfhSm,Comp(8),de oven ,Comp,8,8
R_pGZjTA8wFerMwcV,Comp(8),de oven,Comp,8,8
R_ypTZBjEyvsMpFG9,Comp(8),de oven,Comp,8,8
R_2YkUceTXXRwe7af,Comp(8),de oven,Comp,8,8
R_3D2u0Wq74kM9j2C,Comp(8),de oven,Comp,8,8
R_2Pv6m5XVNiv6pPQ,Comp(8),de oven,Comp,8,8
R_T1l2TIrq1do7Orn,Comp(8),de oven,Comp,8,8
R_9KphKBeCPmqzBCl,Comp(8),de oven,Comp,8,8
R_3qKjZplc0t8Y2IU,Comp(8),de oven,Comp,8,8
R_4GA7uQFTqbGKnlf,Comp(8),de oven,Comp,8,8
R_1hEVfCsYXJCzsVp,Comp(8),de oven,Comp,8,8
R_cHiCbzLrQrYeizP,Comp(8),De pan,Comp,8,8
R_3fQa4YiudlrrSLd,Comp(8),de aardappels,Comp,8,8
R_z0gtYvawsJg834J,Comp(8),de oven,Comp,8,8
R_2SvKoXHDxtivA4o,Comp(8),de oven,Comp,8,8
R_CeG821dsnmsmiZP,Comp(8),de oven,Comp,8,8
R_3MG93Py9LV1lYqI,Comp(8),de oven,Comp,8,8
R_UrtVng9RxUYqodr,Comp(8),de oven,Comp,8,8
R_BKctGx9a1Hi7w4h,Comp(9),de cadeaus,Comp,9,9
R_u2ffULg0uVmoetj,Comp(9),de cadeaus,Comp,9,9
R_2vf9l3GOwanVBOH,Comp(9),de cadeaus,Comp,9,9
R_OqjAwL4brYESqul,Comp(9),de cadeaus,Comp,9,9
R_1LG8FwYsk4Xgq61,Comp(9),de cadeautjes,Comp,9,9
R_2wQZuV97sKRkDfp,Comp(9),de cadeautjes,Comp,9,9
R_2dsf9d9zlzEbaRw,Comp(9),de cadeautjes,Comp,9,9
R_3j0ZzVXSe6NB0v0,Comp(9),de cadeautjes,Comp,9,9
R_2SqwKT4bUhZVaYX,Comp(9),cadeautjes,Comp,9,9
R_6yuZ6GaDGqciNE1,Comp(9),cadeautjes,Comp,9,9
R_22DGKB9Dz59SJIt,Comp(9),cadeau'tjes,Comp,9,9
R_5iDE07CUBSNZdqF,Comp(9),de cadeaus,Comp,9,9
R_2w61flKU0TAtmrX,Comp(9),de cadeautjes,Comp,9,9
R_2Y4gtCNHITcznSw,Comp(9),cadeaus,Comp,9,9
R_2qDHMLvHLCvMWMS,Comp(9),de cadeautjes,Comp,9,9
R_bg7cQUV93CWU245,Comp(9),cadeautjes,Comp,9,9
R_2OTJk9jZohSfhSm,Comp(9),de cadeautjes ,Comp,9,9
R_pGZjTA8wFerMwcV,Comp(9),de cadeautjes,Comp,9,9
R_ypTZBjEyvsMpFG9,Comp(9),de cadeautjes,Comp,9,9
R_2YkUceTXXRwe7af,Comp(9),veel cadeautjes,Comp,9,9
R_3D2u0Wq74kM9j2C,Comp(9),de cadeautjes,Comp,9,9
R_2Pv6m5XVNiv6pPQ,Comp(9),de kadootjes,Comp,9,9
R_T1l2TIrq1do7Orn,Comp(9),de cadeautjes,Comp,9,9
R_9KphKBeCPmqzBCl,Comp(9),cadeaus,Comp,9,9
R_3qKjZplc0t8Y2IU,Comp(9),de cadeautjes,Comp,9,9
R_4GA7uQFTqbGKnlf,Comp(9),de cadeaus,Comp,9,9
R_1hEVfCsYXJCzsVp,Comp(9),de cadeautjes,Comp,9,9
R_cHiCbzLrQrYeizP,Comp(9),De cadeaus,Comp,9,9
R_3fQa4YiudlrrSLd,Comp(9),de dennenaalden,Comp,9,9
R_z0gtYvawsJg834J,Comp(9),de cadeaus,Comp,9,9
R_2SvKoXHDxtivA4o,Comp(9),de cadeautjes,Comp,9,9
R_CeG821dsnmsmiZP,Comp(9),de pakjes,Comp,9,9
R_3MG93Py9LV1lYqI,Comp(9),de cadeaus,Comp,9,9
R_UrtVng9RxUYqodr,Comp(9),de cadeautjes,Comp,9,9
R_BKctGx9a1Hi7w4h,Comp(10),het team,Comp,10,10
R_u2ffULg0uVmoetj,Comp(10),het team,Comp,10,10
R_2vf9l3GOwanVBOH,Comp(10),het team,Comp,10,10
R_OqjAwL4brYESqul,Comp(10),een team,Comp,10,10
R_1LG8FwYsk4Xgq61,Comp(10),het beloftenteam,Comp,10,10
R_2wQZuV97sKRkDfp,Comp(10),het team,Comp,10,10
R_2dsf9d9zlzEbaRw,Comp(10),het team,Comp,10,10
R_3j0ZzVXSe6NB0v0,Comp(10),een team,Comp,10,10
R_2SqwKT4bUhZVaYX,Comp(10),zijn team,Comp,10,10
R_6yuZ6GaDGqciNE1,Comp(10),het team,Comp,10,10
R_22DGKB9Dz59SJIt,Comp(10),?,Comp,10,10
R_5iDE07CUBSNZdqF,Comp(10),de recreanten,Comp,10,10
R_2w61flKU0TAtmrX,Comp(10),het team,Comp,10,10
R_2Y4gtCNHITcznSw,Comp(10),zijn team,Comp,10,10
R_2qDHMLvHLCvMWMS,Comp(10),de jeugd,Comp,10,10
R_bg7cQUV93CWU245,Comp(10),de jeugd,Comp,10,10
R_2OTJk9jZohSfhSm,Comp(10),het team,Comp,10,10
R_pGZjTA8wFerMwcV,Comp(10),het team,Comp,10,10
R_ypTZBjEyvsMpFG9,Comp(10),het damesteam,Comp,10,10
R_2YkUceTXXRwe7af,Comp(10),het eerste,Comp,10,10
R_3D2u0Wq74kM9j2C,Comp(10),het team,Comp,10,10
R_2Pv6m5XVNiv6pPQ,Comp(10),zijn team,Comp,10,10
R_T1l2TIrq1do7Orn,Comp(10),GI,Comp,10,10
R_9KphKBeCPmqzBCl,Comp(10),het team,Comp,10,10
R_3qKjZplc0t8Y2IU,Comp(10),het team,Comp,10,10
R_4GA7uQFTqbGKnlf,Comp(10),het team,Comp,10,10
R_1hEVfCsYXJCzsVp,Comp(10),een team,Comp,10,10
R_cHiCbzLrQrYeizP,Comp(10),Het team,Comp,10,10
R_3fQa4YiudlrrSLd,Comp(10),het team,Comp,10,10
R_z0gtYvawsJg834J,Comp(10),het team,Comp,10,10
R_2SvKoXHDxtivA4o,Comp(10),het team,Comp,10,10
R_CeG821dsnmsmiZP,Comp(10),het team,Comp,10,10
R_3MG93Py9LV1lYqI,Comp(10),het team,Comp,10,10
R_UrtVng9RxUYqodr,Comp(10),de kids,Comp,10,10
R_BKctGx9a1Hi7w4h,Comp(11),de post,Comp,11,11
R_u2ffULg0uVmoetj,Comp(11),de post,Comp,11,11
R_2vf9l3GOwanVBOH,Comp(11),de post,Comp,11,11
R_OqjAwL4brYESqul,Comp(11),de post,Comp,11,11
R_1LG8FwYsk4Xgq61,Comp(11),een postzegel,Comp,11,11
R_2wQZuV97sKRkDfp,Comp(11),de post,Comp,11,11
R_2dsf9d9zlzEbaRw,Comp(11),de post,Comp,11,11
R_3j0ZzVXSe6NB0v0,Comp(11),de post,Comp,11,11
R_2SqwKT4bUhZVaYX,Comp(11),een envelop,Comp,11,11
R_6yuZ6GaDGqciNE1,Comp(11),een postzegel,Comp,11,11
R_22DGKB9Dz59SJIt,Comp(11),de post,Comp,11,11
R_5iDE07CUBSNZdqF,Comp(11),de post,Comp,11,11
R_2w61flKU0TAtmrX,Comp(11),de post,Comp,11,11
R_2Y4gtCNHITcznSw,Comp(11),de post,Comp,11,11
R_2qDHMLvHLCvMWMS,Comp(11),de post,Comp,11,11
R_bg7cQUV93CWU245,Comp(11),de post,Comp,11,11
R_2OTJk9jZohSfhSm,Comp(11),de post,Comp,11,11
R_pGZjTA8wFerMwcV,Comp(11),de post,Comp,11,11
R_ypTZBjEyvsMpFG9,Comp(11),de post,Comp,11,11
R_2YkUceTXXRwe7af,Comp(11),de post,Comp,11,11
R_3D2u0Wq74kM9j2C,Comp(11),de post,Comp,11,11
R_2Pv6m5XVNiv6pPQ,Comp(11),de post,Comp,11,11
R_T1l2TIrq1do7Orn,Comp(11),de post,Comp,11,11
R_9KphKBeCPmqzBCl,Comp(11),de post,Comp,11,11
R_3qKjZplc0t8Y2IU,Comp(11),de post,Comp,11,11
R_4GA7uQFTqbGKnlf,Comp(11),de post,Comp,11,11
R_1hEVfCsYXJCzsVp,Comp(11),de post,Comp,11,11
R_cHiCbzLrQrYeizP,Comp(11),De post,Comp,11,11
R_3fQa4YiudlrrSLd,Comp(11),een postzegel,Comp,11,11
R_z0gtYvawsJg834J,Comp(11),de post,Comp,11,11
R_2SvKoXHDxtivA4o,Comp(11),de post,Comp,11,11
R_CeG821dsnmsmiZP,Comp(11),de post,Comp,11,11
R_3MG93Py9LV1lYqI,Comp(11),de post,Comp,11,11
R_UrtVng9RxUYqodr,Comp(11),de post,Comp,11,11
R_BKctGx9a1Hi7w4h,Comp(12),de auto,Comp,12,12
R_u2ffULg0uVmoetj,Comp(12),de auto,Comp,12,12
R_2vf9l3GOwanVBOH,Comp(12),de bus,Comp,12,12
R_OqjAwL4brYESqul,Comp(12),de auto,Comp,12,12
R_1LG8FwYsk4Xgq61,Comp(12),de auto,Comp,12,12
R_2wQZuV97sKRkDfp,Comp(12),de bus,Comp,12,12
R_2dsf9d9zlzEbaRw,Comp(12),de auto,Comp,12,12
R_3j0ZzVXSe6NB0v0,Comp(12),de auto,Comp,12,12
R_2SqwKT4bUhZVaYX,Comp(12),de bus,Comp,12,12
R_6yuZ6GaDGqciNE1,Comp(12),de auto,Comp,12,12
R_22DGKB9Dz59SJIt,Comp(12),de auto,Comp,12,12
R_5iDE07CUBSNZdqF,Comp(12),de auto,Comp,12,12
R_2w61flKU0TAtmrX,Comp(12),de auto,Comp,12,12
R_2Y4gtCNHITcznSw,Comp(12),de auto,Comp,12,12
R_2qDHMLvHLCvMWMS,Comp(12),de auto,Comp,12,12
